1711497600,1,2177.95500
1712102400,1,2285.31000
1711915200,1,2246.22000
1712188800,1,2299.34500
1712620800,1,2344.20000
1713124800,1,2364.94000
1713124800,1,2364.94000
1713139200,1,2358.80500
1714521600,-1,2284.08850
1714521600,-1,2284.08850
1715299200,-1,2353.29500
1715299200,-1,2353.29500
1716148800,1,2420.51850
1716148800,1,2420.51850
1716148800,1,2420.51850
1715299200,1,2353.59500
1717718400,1,2380.42850
1716508800,1,2330.83850
1716508800,1,2330.83850
1721174400,1,2471.97000
1721174400,1,2471.97000
1720051200,1,2358.32850
1722470400,1,2442.97000
1721592000,1,2411.76350
1720382400,1,2386.30500
1721592000,1,2411.76350
1726185600,1,2568.15500
1727395200,1,2673.90550
1723507200,1,2463.67150
1728432000,1,2617.40500
1726430400,1,2579.35500
1727654400,1,2653.73650
1730246400,1,2779.19550
1729468800,1,2731.78000
1729641600,1,2746.29500
1730764800,1,2735.50500
1729123200,1,2676.96800
1730937600,1,2659.45850
1730937600,1,2659.45850
1731456000,-1,2611.49500
1731369600,-1,2618.87500
1731456000,-1,2611.49500
1733961600,1,2710.81050
1732233600,-1,2686.14500
1732233600,-1,2686.14500
1737590400,1,2750.25850
1737504000,1,2750.55150
1738627200,1,2821.63500
1735862400,1,2662.51000
1739232000,1,2919.90650
1739232000,1,2919.90650
1740945600,-1,2870.82150
1738713600,1,2852.56000
1741824000,1,2945.87000
1741910400,1,2992.81850
1743465600,1,3146.24500
1743724800,1,3098.61150
1743364800,1,3089.33650
1741824000,1,2945.87000
1743969600,1,3000.11650
1743969600,1,3000.11650
1741910400,1,2992.81850
1744329600,1,3218.01000
1744329600,1,3218.01000
1745280000,1,3488.18500
1745280000,1,3488.18500
1744329600,1,3218.01000
1746576000,1,3375.60500
1745366400,1,3339.18500
1745366400,1,3339.18500
1747267200,-1,3150.34000
1747785600,1,3307.90000
1748908800,1,3361.24650
1752436800,1,3367.95650
1754251200,1,3362.27850
1747785600,-1,3307.60000
1744329600,1,3218.01000
1756684800,1,3474.79000
1757275200,1,3591.31150
1757376000,1,3646.12000
1757275200,1,3591.31150
1758585600,1,3746.87000
1759190400,1,3864.92500
1759694400,1,3909.80350
1756065600,1,3369.27500
1759190400,1,3864.92500
1759968000,1,4027.05500
1760572800,1,4234.04500
1760400000,1,4163.46000
1760400000,1,4163.46000
1760400000,1,4163.46000
1761091200,1,4128.88650
1761091200,1,4128.88650
1761696000,1,3963.59650
1761696000,1,3963.59650
1766448000,1,4486.98500
1762819200,1,4147.12500
1766102400,1,4318.27000
1766102400,1,4318.27000
1768176000,1,4570.77000
1768176000,1,4570.77000
1768262400,1,4594.44000
1768953600,1,4845.20000
1768953600,1,4845.20000
1769371200,1,5039.95500
1769644800,1,5546.16500
1769558400,1,5235.42000
1769558400,1,5235.42000
1769731200,1,5196.46500
1767657600,1,4467.87000
1772409600,1,5366.70500
1771790400,1,5165.63000
1769976000,1,4743.04850
1769976000,1,4743.04850
1774224000,-1,4352.84000
1774310400,-1,4347.23000
